discipline_title,event_title,game_slug,participant_type,medal_type,rank_position,country_3_letter_code,medal_type_encoded
Athletics,10000m women,athens-2004,Athlete,0,9,KEN,0.0
Athletics,10000m women,athens-2004,Athlete,0,10,SLO,0.0
Athletics,10000m women,athens-2004,Athlete,0,11,ROU,0.0
Athletics,10000m women,athens-2004,Athlete,0,12,GBR,0.0
Athletics,10000m women,athens-2004,Athlete,0,13,JPN,0.0
Athletics,10000m women,athens-2004,Athlete,0,14,IRL,0.0
Athletics,10000m women,athens-2004,Athlete,0,15,GER,0.0
Athletics,10000m women,athens-2004,Athlete,0,16,KEN,0.0
Athletics,10000m women,athens-2004,Athlete,0,17,KEN,0.0
Athletics,10000m women,athens-2004,Athlete,0,18,JPN,0.0
Athletics,10000m women,athens-2004,Athlete,0,19,USA,0.0
Athletics,10000m women,athens-2004,Athlete,0,20,HUN,0.0
Athletics,10000m women,athens-2004,Athlete,0,21,USA,0.0
Athletics,10000m women,athens-2004,Athlete,0,22,RUS,0.0
Athletics,10000m women,athens-2004,Athlete,0,23,MEX,0.0
Athletics,10000m women,athens-2004,Athlete,0,24,AUS,0.0
Athletics,10000m women,athens-2004,Athlete,0,25,AUS,0.0
Athletics,10000m women,athens-2004,Athlete,0,26,JPN,0.0
Athletics,10000m women,athens-2004,Athlete,0,27,MDA,0.0
Athletics,10000m women,athens-2004,Athlete,0,DNF,ALG,0.0
Athletics,10000m women,athens-2004,Athlete,0,DNF,UKR,0.0
Athletics,10000m women,athens-2004,Athlete,0,DNF,GBR,0.0
Athletics,10000m women,athens-2004,Athlete,0,DNF,POR,0.0
Athletics,800m women,athens-2004,Athlete,GOLD,1,GBR,2.0
Athletics,800m women,athens-2004,Athlete,SILVER,2,MAR,3.0
Athletics,800m women,athens-2004,Athlete,BRONZE,3,SLO,1.0
Athletics,800m women,athens-2004,Athlete,0,4,MOZ,0.0
Athletics,800m women,athens-2004,Athlete,0,5,RUS,0.0
Athletics,800m women,athens-2004,Athlete,0,6,USA,0.0
Athletics,800m women,athens-2004,Athlete,0,7,ROU,0.0
Athletics,800m women,athens-2004,Athlete,0,8,CUB,0.0
Athletics,high jump women,athens-2004,Athlete,GOLD,1,RUS,2.0
Athletics,high jump women,athens-2004,Athlete,SILVER,2,RSA,3.0
Athletics,high jump women,athens-2004,Athlete,BRONZE,3,UKR,1.0
Athletics,high jump women,athens-2004,Athlete,0,4,USA,0.0
Athletics,high jump women,athens-2004,Athlete,0,5,UKR,0.0
Athletics,high jump women,athens-2004,Athlete,0,6,RUS,0.0
Athletics,high jump women,athens-2004,Athlete,0,7,ROU,0.0
Athletics,high jump women,athens-2004,Athlete,0,8,ROU,0.0
Athletics,high jump women,athens-2004,Athlete,0,9,UKR,0.0
Athletics,high jump women,athens-2004,Athlete,0,10,ESP,0.0
Athletics,high jump women,athens-2004,Athlete,0,11,CRO,0.0
Athletics,high jump women,athens-2004,Athlete,0,12,BEL,0.0
Athletics,100m men,athens-2004,Athlete,GOLD,1,USA,2.0
Athletics,100m men,athens-2004,Athlete,SILVER,2,POR,3.0
Athletics,100m men,athens-2004,Athlete,BRONZE,3,USA,1.0
Athletics,100m men,athens-2004,Athlete,0,4,USA,0.0
Athletics,100m men,athens-2004,Athlete,0,5,JAM,0.0
Athletics,100m men,athens-2004,Athlete,0,6,SKN,0.0
Athletics,100m men,athens-2004,Athlete,0,7,BAR,0.0
Athletics,100m men,athens-2004,Athlete,0,DNS,GRE,0.0
Athletics,100m men,athens-2004,Athlete,0,DNS,CHA,0.0
Athletics,discus throw women,athens-2004,Athlete,GOLD,1,RUS,2.0
Athletics,discus throw women,athens-2004,Athlete,SILVER,2,GRE,3.0
Athletics,discus throw women,athens-2004,Athlete,BRONZE,3,CZE,1.0
Athletics,discus throw women,athens-2004,Athlete,0,4,UKR,0.0
Athletics,discus throw women,athens-2004,Athlete,0,5,ROU,0.0
Athletics,discus throw women,athens-2004,Athlete,0,6,NZL,0.0
Athletics,discus throw women,athens-2004,Athlete,0,7,GRE,0.0
Athletics,discus throw women,athens-2004,Athlete,0,8,CHN,0.0
Athletics,discus throw women,athens-2004,Athlete,0,9,POL,0.0
Athletics,discus throw women,athens-2004,Athlete,0,10,GRE,0.0
Athletics,discus throw women,athens-2004,Athlete,0,DSQ,BLR,0.0
Athletics,100m women,athens-2004,Athlete,GOLD,1,BLR,2.0
Athletics,100m women,athens-2004,Athlete,SILVER,2,USA,3.0
Athletics,100m women,athens-2004,Athlete,BRONZE,3,JAM,1.0
Athletics,100m women,athens-2004,Athlete,0,4,BUL,0.0
Athletics,100m women,athens-2004,Athlete,0,5,JAM,0.0
Athletics,100m women,athens-2004,Athlete,0,6,JAM,0.0
Athletics,100m women,athens-2004,Athlete,0,7,BAH,0.0
Athletics,100m women,athens-2004,Athlete,0,8,USA,0.0
Athletics,100m women,athens-2004,Athlete,0,DSQ,UKR,0.0
Athletics,decathlon men,athens-2004,Athlete,GOLD,1,CZE,2.0
Athletics,decathlon men,athens-2004,Athlete,SILVER,2,USA,3.0
Athletics,decathlon men,athens-2004,Athlete,BRONZE,3,KAZ,1.0
Athletics,decathlon men,athens-2004,Athlete,0,4,GBR,0.0
Athletics,decathlon men,athens-2004,Athlete,0,5,NED,0.0
Athletics,decathlon men,athens-2004,Athlete,0,6,HUN,0.0
Athletics,decathlon men,athens-2004,Athlete,0,7,FRA,0.0
Athletics,decathlon men,athens-2004,Athlete,0,8,EST,0.0
Athletics,decathlon men,athens-2004,Athlete,0,9,JAM,0.0
Athletics,decathlon men,athens-2004,Athlete,0,10,AUT,0.0
Athletics,decathlon men,athens-2004,Athlete,0,11,RUS,0.0
Athletics,decathlon men,athens-2004,Athlete,0,12,GER,0.0
Athletics,decathlon men,athens-2004,Athlete,0,13,FRA,0.0
Athletics,decathlon men,athens-2004,Athlete,0,14,JAM,0.0
Athletics,decathlon men,athens-2004,Athlete,0,15,RUS,0.0
Athletics,decathlon men,athens-2004,Athlete,0,16,FIN,0.0
Athletics,decathlon men,athens-2004,Athlete,0,17,UZB,0.0
Athletics,decathlon men,athens-2004,Athlete,0,18,CHN,0.0
Athletics,decathlon men,athens-2004,Athlete,0,19,GER,0.0
Athletics,decathlon men,athens-2004,Athlete,0,20,BLR,0.0
Athletics,decathlon men,athens-2004,Athlete,0,21,USA,0.0
Athletics,decathlon men,athens-2004,Athlete,0,22,ESP,0.0
Athletics,decathlon men,athens-2004,Athlete,0,23,EST,0.0
Athletics,decathlon men,athens-2004,Athlete,0,24,ARG,0.0
Athletics,decathlon men,athens-2004,Athlete,0,25,LAT,0.0
Athletics,decathlon men,athens-2004,Athlete,0,26,GRE,0.0
Athletics,decathlon men,athens-2004,Athlete,0,27,NOR,0.0
Athletics,decathlon men,athens-2004,Athlete,0,28,ITA,0.0
Athletics,decathlon men,athens-2004,Athlete,0,29,NED,0.0
Athletics,decathlon men,athens-2004,Athlete,0,30,MDA,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,USA,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,PUR,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,UZB,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,QAT,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,GER,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,ISL,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,EST,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,RUS,0.0
Athletics,decathlon men,athens-2004,Athlete,0,DNF,CZE,0.0
Athletics,5000m women,athens-2004,Athlete,GOLD,1,ETH,2.0
Athletics,5000m women,athens-2004,Athlete,SILVER,2,KEN,3.0
Athletics,5000m women,athens-2004,Athlete,BRONZE,3,ETH,1.0
Athletics,5000m women,athens-2004,Athlete,0,4,RUS,0.0
Athletics,5000m women,athens-2004,Athlete,0,5,GBR,0.0
Athletics,5000m women,athens-2004,Athlete,0,6,RUS,0.0
Athletics,5000m women,athens-2004,Athlete,0,7,GER,0.0
Athletics,5000m women,athens-2004,Athlete,0,8,CHN,0.0
Athletics,5000m women,athens-2004,Athlete,0,9,CHN,0.0
Athletics,5000m women,athens-2004,Athlete,0,10,ETH,0.0
Athletics,5000m women,athens-2004,Athlete,0,11,FRA,0.0
Athletics,5000m women,athens-2004,Athlete,0,12,TUR,0.0
Athletics,5000m women,athens-2004,Athlete,0,13,RUS,0.0
Athletics,5000m women,athens-2004,Athlete,0,14,IRL,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,1,CAN,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,2,AUS,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,3,AUS,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,4,CAN,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,5,USA,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,6,SUI,0.0
Athletics,800 metres Wheelchair Women,athens-2004,Athlete,0,7,AUS,0.0
Athletics,4x100m relay women,athens-2004,GameTeam,GOLD,1,JAM,2.0
Athletics,4x100m relay women,athens-2004,GameTeam,SILVER,2,RUS,3.0
Athletics,4x100m relay women,athens-2004,GameTeam,BRONZE,3,FRA,1.0
Athletics,4x100m relay women,athens-2004,GameTeam,0,4,BAH,0.0
Athletics,4x100m relay women,athens-2004,GameTeam,0,5,BLR,0.0
Athletics,4x100m relay women,athens-2004,GameTeam,0,6,BEL,0.0
Athletics,4x100m relay women,athens-2004,GameTeam,0,7,NGR,0.0
Athletics,100m hurdles women,athens-2004,Athlete,GOLD,1,USA,2.0
Athletics,100m hurdles women,athens-2004,Athlete,SILVER,2,UKR,3.0
Athletics,100m hurdles women,athens-2004,Athlete,BRONZE,3,USA,1.0
Athletics,100m hurdles women,athens-2004,Athlete,0,4,RUS,0.0
Athletics,100m hurdles women,athens-2004,Athlete,0,5,JAM,0.0
Athletics,100m hurdles women,athens-2004,Athlete,0,6,CAN,0.0
Athletics,100m hurdles women,athens-2004,Athlete,0,DNS,BUL,0.0
Athletics,200m men,athens-2004,Athlete,GOLD,1,USA,2.0
Athletics,200m men,athens-2004,Athlete,SILVER,2,USA,3.0
Athletics,200m men,athens-2004,Athlete,BRONZE,3,USA,1.0
Athletics,200m men,athens-2004,Athlete,0,4,NAM,0.0
Athletics,200m men,athens-2004,Athlete,0,5,POR,0.0
Athletics,200m men,athens-2004,Athlete,0,6,MRI,0.0
Athletics,200m men,athens-2004,Athlete,0,7,GER,0.0
Athletics,200m men,athens-2004,Athlete,0,DNS,KSA,0.0
Athletics,5000m men,athens-2004,Athlete,GOLD,1,MAR,2.0
Athletics,5000m men,athens-2004,Athlete,SILVER,2,ETH,3.0
Athletics,5000m men,athens-2004,Athlete,BRONZE,3,KEN,1.0
Athletics,5000m men,athens-2004,Athlete,0,4,ETH,0.0
Athletics,5000m men,athens-2004,Athlete,0,5,ETH,0.0
Athletics,5000m men,athens-2004,Athlete,0,6,KEN,0.0
Athletics,5000m men,athens-2004,Athlete,0,7,ERI,0.0
Athletics,5000m men,athens-2004,Athlete,0,8,AUS,0.0
Athletics,5000m men,athens-2004,Athlete,0,9,MAR,0.0
Athletics,5000m men,athens-2004,Athlete,0,10,ALG,0.0
Athletics,5000m men,athens-2004,Athlete,0,11,USA,0.0
Athletics,5000m men,athens-2004,Athlete,0,12,IRL,0.0
Athletics,5000m men,athens-2004,Athlete,0,13,MAR,0.0
Athletics,5000m men,athens-2004,Athlete,0,14,ALG,0.0
Athletics,heptathlon women,athens-2004,Athlete,GOLD,1,SWE,2.0
Athletics,heptathlon women,athens-2004,Athlete,SILVER,2,LTU,3.0
Athletics,heptathlon women,athens-2004,Athlete,BRONZE,3,GBR,1.0
Athletics,heptathlon women,athens-2004,Athlete,0,4,USA,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,5,RUS,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,6,GER,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,7,FRA,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,8,UKR,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,9,GHA,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,10,RUS,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,11,IND,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,12,GER,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,13,POR,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,14,USA,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,15,GRE,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,16,NED,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,17,GER,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,18,AUS,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,19,RSA,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,20,USA,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,21,POL,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,22,KAZ,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,23,UKR,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,24,IND,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,25,TTO,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,26,CZE,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,27,CHN,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,28,JPN,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,DNF,KAZ,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,DNF,GBR,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,DNF,FIN,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,DNF,TUR,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,DNF,BLR,0.0
Athletics,heptathlon women,athens-2004,Athlete,0,DNF,RUS,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,1,GER,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,2,MEX,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,3,THA,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,4,USA,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,5,AUS,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,6,JPN,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,7,FRA,0.0
Athletics,"1,500 metres Wheelchair Men",athens-2004,Athlete,0,DNF,CAN,0.0
Athletics,discus throw men,athens-2004,Athlete,GOLD,1,LTU,2.0
Athletics,discus throw men,athens-2004,Athlete,SILVER,2,HUN,3.0
Athletics,discus throw men,athens-2004,Athlete,BRONZE,3,EST,1.0
Athletics,discus throw men,athens-2004,Athlete,0,4,BLR,0.0
Athletics,discus throw men,athens-2004,Athlete,0,5,RSA,0.0
Athletics,discus throw men,athens-2004,Athlete,0,6,USA,0.0
Athletics,discus throw men,athens-2004,Athlete,0,7,GER,0.0
Athletics,discus throw men,athens-2004,Athlete,0,8,RSA,0.0
Athletics,discus throw men,athens-2004,Athlete,0,9,GER,0.0
Athletics,discus throw men,athens-2004,Athlete,0,10,CZE,0.0
Athletics,discus throw men,athens-2004,Athlete,0,11,HUN,0.0
Athletics,discus throw men,athens-2004,Athlete,0,DSQ,HUN,0.0
Trampoline,Individual women,athens-2004,Athlete,GOLD,1,GER,2.0
Trampoline,Individual women,athens-2004,Athlete,SILVER,2,CAN,3.0
Trampoline,Individual women,athens-2004,Athlete,BRONZE,3,CHN,1.0
Trampoline,Individual women,athens-2004,Athlete,0,4,RUS,0.0
