discipline_title,event_title,game_slug,participant_type,medal_type,rank_position,country_3_letter_code,medal_type_encoded
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,14,USA,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,5,USA,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,11,FRA,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,20,FIN,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,13,ROC,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,12,ROC,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,15,SWE,0.0
Freestyle Skiing,Men's Moguls,beijing-2022,Athlete,0,22,SWE,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,14,CHN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,6,FRA,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,4,CAN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,12,SUI,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,GOLD,1,NZL,2.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,16,KOR,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,SILVER,2,USA,3.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,7,USA,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,9,CAN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,13,NZL,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,18,CHN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,BRONZE,3,USA,1.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,11,NZL,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,20,IRL,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,8,GBR,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,19,NZL,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,22,CHN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,17,AUT,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,21,CHN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,5,USA,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,10,CAN,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,15,SUI,0.0
Freestyle Skiing,Men's Freeski Halfpipe,beijing-2022,Athlete,0,23,FIN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,13,CAN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,26,AUT,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,31,CAN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,25,SUI,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,24,SWE,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,5,ITA,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,GOLD,1,NOR,2.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,11,USA,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,18,NZL,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,28,ESP,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,4,SWE,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,19,NOR,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,23,SUI,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,20,CAN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,6,ESP,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,17,SUI,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,10,NOR,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,BRONZE,3,SWE,1.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,7,SWE,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,22,USA,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,SILVER,2,USA,3.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,29,FIN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,16,NZL,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,14,SUI,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,8,USA,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,9,CAN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,30,GBR,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,12,NOR,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,21,AUT,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,27,CHN,0.0
Freestyle Skiing,Men's Freeski Big Air,beijing-2022,Athlete,0,15,FRA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,18,FRA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,11,FRA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,BRONZE,3,ROC,1.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,7,AUT,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,19,SWE,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,32,GER,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,SILVER,2,SUI,3.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,25,ROC,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,31,GBR,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,17,JPN,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,15,AUT,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,26,JPN,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,20,FRA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,10,CAN,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,8,FRA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,29,SWE,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,GOLD,1,SUI,2.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,12,CAN,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,5,ITA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,9,CAN,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,24,SUI,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,28,USA,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,6,CAN,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,30,AUT,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,16,SUI,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,4,SWE,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,22,AUT,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,13,ROC,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,27,SWE,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,21,GER,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,23,GER,0.0
Freestyle Skiing,Men's Ski Cross,beijing-2022,Athlete,0,14,GER,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,24,USA,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,4,CAN,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,9,FIN,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,GOLD,1,CHN,2.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,11,USA,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,19,ROC,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,17,EST,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,22,NZL,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,SILVER,2,FRA,3.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,25,ITA,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,7,NOR,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,BRONZE,3,SUI,1.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,16,CHI,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,20,CHN,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,15,USA,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,23,AUT,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,DNS,CAN,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,13,GBR,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,12,NOR,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,21,AUT,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,14,USA,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,10,ROC,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,8,CAN,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,6,SUI,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,18,GER,0.0
Freestyle Skiing,Women's Freeski Big Air,beijing-2022,Athlete,0,5,GBR,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,GOLD,1,AUS,2.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,13,JPN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,10,USA,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,24,ROC,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,29,AUT,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,DNF,AUS,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,19,JPN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,22,KAZ,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,9,CAN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,15,JPN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,16,AUS,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,28,KAZ,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,12,CAN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,6,USA,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,4,FRA,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,20,CAN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,18,FRA,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,14,AUS,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,25,CHN,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,BRONZE,3,ROC,1.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,SILVER,2,USA,3.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,7,USA,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,23,ROC,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,17,ROC,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,21,KAZ,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,8,GBR,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,26,BRA,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,11,KAZ,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,27,GBR,0.0
Freestyle Skiing,Women's Moguls,beijing-2022,Athlete,0,5,JPN,0.0
Freestyle Skiing,Mixed Team Aerials,beijing-2022,GameTeam,GOLD,1,USA,2.0
Freestyle Skiing,Mixed Team Aerials,beijing-2022,GameTeam,SILVER,2,CHN,3.0
Freestyle Skiing,Mixed Team Aerials,beijing-2022,GameTeam,BRONZE,3,CAN,1.0
Freestyle Skiing,Mixed Team Aerials,beijing-2022,GameTeam,0,4,SUI,0.0
Freestyle Skiing,Mixed Team Aerials,beijing-2022,GameTeam,0,5,ROC,0.0
Freestyle Skiing,Mixed Team Aerials,beijing-2022,GameTeam,0,6,BLR,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,DNS,FRA,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,GOLD,1,SWE,2.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,12,AUT,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,19,ROC,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,6,CAN,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,21,ROC,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,BRONZE,3,GER,1.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,4,SUI,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,16,ROC,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,11,AUT,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,5,CAN,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,9,SUI,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,7,CAN,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,13,SWE,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,10,ITA,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,25,CHN,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,23,CZE,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,24,CHN,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,14,FRA,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,20,ROC,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,22,AUT,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,15,GER,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,18,SUI,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,SILVER,2,CAN,3.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,17,ITA,0.0
Freestyle Skiing,Women's Ski Cross,beijing-2022,Athlete,0,8,AUS,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,BRONZE,3,ROC,1.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,8,SUI,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,21,GBR,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,20,BLR,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,23,CAN,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,SILVER,2,UKR,3.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,22,BLR,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,5,USA,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,4,SUI,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,GOLD,1,CHN,2.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,12,USA,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,7,CHN,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,14,CHN,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,24,SUI,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,9,UKR,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,19,KAZ,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,18,CHN,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,13,CAN,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,10,ROC,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,17,CAN,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,11,BLR,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,16,ROC,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,15,UKR,0.0
Freestyle Skiing,Men's Aerials,beijing-2022,Athlete,0,6,USA,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,SILVER,2,BLR,3.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,8,USA,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,23,SUI,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,7,CAN,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,17,CHN,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,GOLD,1,CHN,2.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,9,ROC,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,16,ROC,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,BRONZE,3,USA,1.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,19,CAN,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,4,USA,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,13,KAZ,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,DNS,UKR,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,10,AUS,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,12,BLR,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,18,CAN,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,6,CHN,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,5,AUS,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,11,KAZ,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,15,USA,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,24,BLR,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,22,UKR,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,20,GER,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,21,ROC,0.0
Freestyle Skiing,Women's Aerials,beijing-2022,Athlete,0,14,AUS,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,16,CHN,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,18,NZL,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,GOLD,1,CHN,2.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,BRONZE,3,CAN,1.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,14,ROC,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,12,GER,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,9,GBR,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,7,CHN,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,11,USA,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,19,NZL,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,4,EST,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,5,CHN,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,15,JPN,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,13,USA,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,SILVER,2,CAN,3.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,6,USA,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,8,CAN,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,10,USA,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,20,KOR,0.0
Freestyle Skiing,Women's Freeski Halfpipe,beijing-2022,Athlete,0,17,KOR,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,14,AUT,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,19,NOR,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,24,ITA,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,SILVER,2,CHN,3.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,9,GBR,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,26,AUS,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,GOLD,1,SUI,2.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,8,GBR,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,7,FRA,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,21,ROC,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,18,USA,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,BRONZE,3,EST,1.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,6,NOR,0.0
Freestyle Skiing,Women's Freeski Slopestyle,beijing-2022,Athlete,0,22,CHI,0.0
